name,affiliation,department,gold_email,gold_website
Charles Yanofsky,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
R. Bassiri,Stanford University,Physics and Astronomy,,
Douglas K Owens,Stanford University,"Economics, Econometrics and Finance",,
Ranjana H. Advani,Stanford University,Medicine,,
Daria Mochly‐Rosen,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Christian Guilleminault,Stanford University,Medicine,,
William D. Nix,Stanford University,Engineering,,
R. B. Garg,Stanford University,Physics and Astronomy,,
Gary M. Shaw,Stanford University,Medicine,,
Sarah S. Donaldson,Stanford University,Medicine,,
Jeffrey A. Norton,Stanford University,Medicine,,
Chaitan Khosla,Stanford University,Medicine,,
Lam‐Son Phan Tran,Stanford University,Agricultural and Biological Sciences,,
Hyun Min Kang,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Ferid Murad,Stanford University,Medicine,,
Steven N. Goodman,Stanford University,Decision Sciences,,
David A. B. Miller,Stanford University,Engineering,,
Geoffrey C. Gurtner,Stanford University,Medicine,,
William I. Weis,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Virginia Steen,Stanford University,Medicine,,
Albert P.C. Chan,Stanford University,Decision Sciences,,
Kimford J. Meador,Stanford University,Medicine,,
Michael E. Moseley,Stanford University,Medicine,,
James A. Spudich,Stanford University,Medicine,,
Edward S. Mocarski,Stanford University,Medicine,,
Paul A. Wender,Stanford University,Chemistry,,
Steven G. Boxer,Stanford University,Physics and Astronomy,,
George W. Sledge,Stanford University,Medicine,,
Stephen P. Luby,Stanford University,Nursing,,
Vibeke Strand,Stanford University,Medicine,,
M. D. Fayer,Stanford University,Physics and Astronomy,,
Richard M. Martin,Stanford University,Physics and Astronomy,,
Matthew Bogyo,Stanford University,Medicine,,
John M. Pauly,Stanford University,Medicine,,
Daniel Herschlag,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Garry E. Gold,Stanford University,Medicine,,
Victor F. Froelicher,Stanford University,Medicine,,
Gerald J. Berry,Stanford University,Medicine,,
Robert M. Waymouth,Stanford University,Chemistry,,
Guido W. Imbens,Stanford University,Mathematics,,
Roger A. Warnke,Stanford University,Medicine,,
P. B. Price,Stanford University,Physics and Astronomy,,
Joseph M. DeSimone,Stanford University,Engineering,,
Ash A. Alizadeh,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
William E. Barlow,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Thomas N. Robinson,Stanford University,Medicine,,
M. M. Fejer,Stanford University,Physics and Astronomy,,
Edgar G. Engleman,Stanford University,Immunology and Microbiology,,
Steven J. Davis,Stanford University,Environmental Science,,
Thomas A. Stamey,Stanford University,Medicine,,
Stephen M. Stahl,Stanford University,Medicine,,
Heather A. Wakelee,Stanford University,Medicine,,
Maximilian Diehn,Stanford University,Medicine,,
Hiroyuki Shimada,Stanford University,Medicine,,
Lawrence T. Goodnough,Stanford University,Medicine,,
William C. Koller,Stanford University,Medicine,,
Michelle A. Williams,Stanford University,Medicine,,
James P. Collman,Stanford University,Materials Science,,
Andrew R. Hoffman,Stanford University,Medicine,,
Philip C. Hanawalt,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Brian A. Wandell,Stanford University,Neuroscience,,
Utkan Demirci,Stanford University,Engineering,,
Thomas P. Andriacchi,Stanford University,Medicine,,
Yasuhito Tanaka,Stanford University,Medicine,,
Darrell M. Wilson,Stanford University,Medicine,,
John C. Mitchell,Stanford University,Computer Science,,
Ann W. Hsing,Stanford University,Medicine,,
Dale T. Umetsu,Stanford University,Immunology and Microbiology,,
Laura L. Carstensen,Stanford University,Psychology,,
Carl Wieman,Stanford University,Physics and Astronomy,,
Dolores Gallagher‐Thompson,Stanford University,Medicine,,
Lubert Stryer,Stanford University,Neuroscience,,
Dmitri A. Petrov,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Bruce A. Buckingham,Stanford University,Medicine,,
Percy Liang,Stanford University,Computer Science,,
Michele J. Gelfand,Stanford University,Psychology,,
Robert W. Shafer,Stanford University,Medicine,,
Luı́s de Lecea,Stanford University,Neuroscience,,
Melissa L. Bondy,Stanford University,Medicine,,
Kevin A. Schulman,Stanford University,"Economics, Econometrics and Finance",,
Anshul Kundaje,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Eric Pop,Stanford University,Materials Science,,
Karena W. Chapman,Stanford University,Materials Science,,
Dan Jurafsky,Stanford University,Computer Science,,
K.J.S. Anand,Stanford University,Medicine,,
Holden T. Maecker,Stanford University,Immunology and Microbiology,,
Pamela J. Schreiner,Stanford University,Medicine,,
Marylène Cloître,Stanford University,Psychology,,
Robert L. Koegel,Stanford University,Neuroscience,,
Julien Sage,Stanford University,Medicine,,
Robert B. Dunbar,Stanford University,Earth and Planetary Sciences,,
David Tse,Stanford University,Computer Science,,
Virginia Walbot,Stanford University,Agricultural and Biological Sciences,,
Darrell Duffie,Stanford University,"Economics, Econometrics and Finance",,
Ingram Olkin,Stanford University,Mathematics,,
H. A. Zebker,Stanford University,Engineering,,
Peter K. Jackson,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Matthew O. Jackson,Stanford University,Decision Sciences,,
Stacey F. Bent,Stanford University,Engineering,,
P. Segall,Stanford University,Earth and Planetary Sciences,,
Rongliang Qiu,Stanford University,Environmental Science,,
Mark A. Musen,Stanford University,Computer Science,,
Alexandria B. Boehm,Stanford University,Medicine,,
Terence A. Ketter,Stanford University,Medicine,,
Steven Coutré,Stanford University,Medicine,,
Susan Holmes,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Guoqing Guan,Stanford University,Engineering,,
Barbara A. Block,Stanford University,Environmental Science,,
Nigam H. Shah,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Juan G. Santiago,Stanford University,Engineering,,
Yoel Sadovsky,Stanford University,Medicine,,
Norman H. Sleep,Stanford University,Earth and Planetary Sciences,,
David H. Solomon,Stanford University,Medicine,,
Daniel L. Rubin,Stanford University,Medicine,,
Robert B. West,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Gregory C. Beroza,Stanford University,Earth and Planetary Sciences,,
Victor W. Henderson,Stanford University,Medicine,,
Elliot M. Frohman,Stanford University,Medicine,,
George A. Poultsides,Stanford University,Medicine,,
Peter R. Kowey,Stanford University,Medicine,,
Katherine W. Ferrara,Stanford University,Engineering,,
William J. Maloney,Stanford University,Medicine,,
Yulin Deng,Stanford University,Materials Science,,
U. S. Inan,Stanford University,Physics and Astronomy,,
Peter J. Fitzgerald,Stanford University,Medicine,,
Sean Mackey,Stanford University,Medicine,,
Jim C. Norman,Stanford University,Medicine,,
Lin Yuan,Stanford University,Chemistry,,
Alex Aiken,Stanford University,Computer Science,,
Mary B. Leonard,Stanford University,Medicine,,
Teri A. Longacre,Stanford University,Medicine,,
Ronglih Liao,Stanford University,Medicine,,
Tak Mao Chan,Stanford University,Medicine,,
K. E. Schleicher,Stanford University,Physics and Astronomy,,
Yong‐Min Lee,Stanford University,Chemistry,,
Persi Diaconis,Stanford University,Mathematics,,
Adrienne G. Randolph,Stanford University,Medicine,,
Monica S. Lam,Stanford University,Computer Science,,
Marta Mosca,Stanford University,Medicine,,
Issam El Naqa,Stanford University,Medicine,,
G. P. Dubois-Felsmann,Stanford University,Physics and Astronomy,,
Ashish S. Shah,Stanford University,Medicine,,
Robert C. Kern,Stanford University,Medicine,,
Koen Nieman,Stanford University,Medicine,,
Dean W. Felsher,Stanford University,Medicine,,
Jeffrey T. Hancock,Stanford University,Social Sciences,,
David L. Dill,Stanford University,Computer Science,,
James A. Landay,Stanford University,Computer Science,,
Chun‐Jen Liu,Stanford University,Medicine,,
Yejin Choi,Stanford University,Computer Science,,
Keith Humphreys,Stanford University,Medicine,,
Walker O Smith,Stanford University,Earth and Planetary Sciences,,
Allison M. Okamura,Stanford University,Engineering,,
Alan C. Yeung,Stanford University,Medicine,,
Martin R. Wilkins,Stanford University,Medicine,,
Judith J. Prochaska,Stanford University,Medicine,,
H. Craig Heller,Stanford University,Neuroscience,,
David Katzenstein,Stanford University,Immunology and Microbiology,,
Marcel Fafchamps,Stanford University,"Economics, Econometrics and Finance",,
Billy W. Loo,Stanford University,Medicine,,
Yinyu Ye,Stanford University,Mathematics,,
Greg Zaharchuk,Stanford University,Medicine,,
Norbert J. Pelc,Stanford University,Engineering,,
Xiaolin Zheng,Stanford University,Energy,,
Oussama Khatib,Stanford University,Engineering,,
Louis J. Durlofsky,Stanford University,Engineering,,
Alysson R. Muotri,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Kai Chang,Stanford University,Engineering,,
Philip G. Zimbardo,Stanford University,Psychology,,
Marı́a Elena Martı́nez,Stanford University,Medicine,,
Yian Shi,Stanford University,Chemistry,,
Peter C. Adamson,Stanford University,Medicine,,
A. Dimitrios Colevas,Stanford University,Medicine,,
Timothy D. Girard,Stanford University,Medicine,,
J.M. Cioffi,Stanford University,Engineering,,
Gilles Deleuze,Stanford University,Social Sciences,,
Paul J. Wang,Stanford University,Medicine,,
Anne Lynn S. Chang,Stanford University,Medicine,,
Purvesh Khatri,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Jonathan D. Klein,Stanford University,Health Professions,,
Noah S. Diffenbaugh,Stanford University,Environmental Science,,
Roy Pea,Stanford University,Psychology,,
Patrick Suppes,Stanford University,Arts and Humanities,,
Sanjiva K. Lele,Stanford University,Engineering,,
John I. Brauman,Stanford University,Physics and Astronomy,,
Gerald G. Fuller,Stanford University,Chemical Engineering,,
Gordon Wetzstein,Stanford University,Computer Science,,
Murray M. Pollack,Stanford University,Medicine,,
Elizabeth C. Mormino,Stanford University,Medicine,,
Hannah A. Valantine,Stanford University,Medicine,,
Joshua W. Knowles,Stanford University,Medicine,,
J. S. Harris,Stanford University,Physics and Astronomy,,
B.T. Khuri-Yakub,Stanford University,Engineering,,
Y. Joseph Woo,Stanford University,Medicine,,
Sun Yeou Kim,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Thomas W. Kenny,Stanford University,Engineering,,
Suzanne Kamel‐Reid,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Ruben Coronel,Stanford University,Medicine,,
Ellen T. Chang,Stanford University,Medicine,,
Michelle M. Mello,Stanford University,Health Professions,,
Bingfu Lei,Stanford University,Materials Science,,
Samuel Strober,Stanford University,Immunology and Microbiology,,
Jong‐Il Kim,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Quan Dong Nguyen,Stanford University,Medicine,,
I. Ofte,Stanford University,Physics and Astronomy,,
Mintu P. Turakhia,Stanford University,Medicine,,
Noah D. Goodman,Stanford University,Computer Science,,
Peter L. Greenberg,Stanford University,Medicine,,
Curtis P. Langlotz,Stanford University,Medicine,,
Barry R. Weingast,Stanford University,Social Sciences,,
Gary W. Cox,Stanford University,Social Sciences,,
J. Arthur Harris,Stanford University,Agricultural and Biological Sciences,,
George Triadafilopoulos,Stanford University,Medicine,,
Stefano Ermon,Stanford University,Computer Science,,
T. I. Kamins,Stanford University,Engineering,,
T. Pulliam,Stanford University,Physics and Astronomy,,
Mark R. Cullen,Stanford University,Environmental Science,,
James Lock,Stanford University,Psychology,,
Tina Hernandez‐Boussard,Stanford University,Computer Science,,
Ronald Jaffe,Stanford University,Medicine,,
Stefano Profumo,Stanford University,Physics and Astronomy,,
Branimir I. Šikić,Stanford University,Medicine,,
Korey K. Hood,Stanford University,Medicine,,
Joo Ha Hwang,Stanford University,Medicine,,
Andrea Montanari,Stanford University,Engineering,,
David J. Maron,Stanford University,Medicine,,
Benjamin A. Pinsky,Stanford University,Medicine,,
Erika B. Rosenzweig,Stanford University,Medicine,,
Anna Traveset,Stanford University,Agricultural and Biological Sciences,,
Deborah Levine,Stanford University,Medicine,,
David F. Davidson,Stanford University,Chemical Engineering,,
Carlos Milla,Stanford University,Medicine,,
Paul G. Yock,Stanford University,Medicine,,
Marcelo Fernández-Viña,Stanford University,Immunology and Microbiology,,
Yasodha Natkunam,Stanford University,Medicine,,
Steven L. Shafer,Stanford University,Medicine,,
Suzan L. Carmichael,Stanford University,Medicine,,
Jon̈athan R. Polimeni,Stanford University,Medicine,,
Curtis W. Frank,Stanford University,Chemistry,,
Eila C. Skinner,Stanford University,Medicine,,
J. Va’vra,Stanford University,Physics and Astronomy,,
Slavoj Žižek,Stanford University,Psychology,,
Bruce Macintosh,Stanford University,Physics and Astronomy,,
Michael L. Eisenberg,Stanford University,Medicine,,
Maurice L. Druzin,Stanford University,Medicine,,
Susanna Loeb,Stanford University,Social Sciences,,
Yvonne Maldonado,Stanford University,Social Sciences,,
Sylvia K. Plevritis,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Wei Cai,Stanford University,Materials Science,,
James Chen,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Reinhold H. Dauskardt,Stanford University,Materials Science,,
Joseph M. Kahn,Stanford University,Engineering,,
George A. Fisher,Stanford University,Medicine,,
Rachel Manber,Stanford University,Psychology,,
Philip A. Fisher,Stanford University,Psychology,,
Abbas El Gamal,Stanford University,Engineering,,
Elliott Sober,Stanford University,Arts and Humanities,,
Jeffrey Yao,Stanford University,Medicine,,
Noah A. Rosenberg,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Thomas Weiß,Stanford University,Engineering,,
Philippe C. Schmitter,Stanford University,Social Sciences,,
Michael Fredericson,Stanford University,Medicine,,
Paul G. Fisher,Stanford University,Medicine,,
Hamdi A. Tchelepi,Stanford University,Engineering,,
James L. Zehnder,Stanford University,Medicine,,
L. Hollberg,Stanford University,Physics and Astronomy,,
I. Lindau,Stanford University,Materials Science,,
Alex H. S. Harris,Stanford University,Medicine,,
C. P. O’Grady,Stanford University,Physics and Astronomy,,
L. Wilden,Stanford University,Physics and Astronomy,,
C. C. Young,Stanford University,Physics and Astronomy,,
Robert H. Fletcher,Stanford University,Medicine,,
Christopher Ré,Stanford University,Computer Science,,
David M. Studdert,Stanford University,Health Professions,,
Todd H. Wagner,Stanford University,"Economics, Econometrics and Finance",,
Eric S. G. Shaqfeh,Stanford University,Chemical Engineering,,
G. David Adamson,Stanford University,Medicine,,
James Dunn,Stanford University,Physics and Astronomy,,
Peter H. Hwang,Stanford University,Medicine,,
Alison L. Marsden,Stanford University,Medicine,,
Eric Q. Wu,Stanford University,"Economics, Econometrics and Finance",,
A. Snyder,Stanford University,Physics and Astronomy,,
Daniel Y. Sze,Stanford University,Medicine,,
Wendy L. Mao,Stanford University,Earth and Planetary Sciences,,
Mary T. Hawn,Stanford University,Medicine,,
Allan Jensen,Stanford University,Medicine,,
Emmet B. Keeffe,Stanford University,Medicine,,
Jun Li,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Fabián Sanchis‐Gomar,Stanford University,Medicine,,
Dominik Fleischmann,Stanford University,Medicine,,
Juan C. Fernandez‐Miranda,Stanford University,Medicine,,
Shripad Tuljapurkar,Stanford University,Social Sciences,,
Ramasamy Paulmurugan,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Joseph Wu,Stanford University,Medicine,,
Stanley G. Rockson,Stanford University,Medicine,,
Lipika Goyal,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
François Haddad,Stanford University,Medicine,,
Soichi Wakatsuki,Stanford University,Materials Science,,
Kawin Setsompop,Stanford University,Medicine,,
Vinod K. Bhutani,Stanford University,Medicine,,
Judith A. Shizuru,Stanford University,Medicine,,
Jayakumar Rajadas,Stanford University,Medicine,,
Lynn Koegel,Stanford University,Neuroscience,,
Ramsey Cheung,Stanford University,Medicine,,
Jack W. Baker,Stanford University,Engineering,,
Jie Liu,Stanford University,Engineering,,
Claudia S. Maier,Stanford University,Medicine,,
Elizabeth Mellins,Stanford University,Medicine,,
Robert K. Jackler,Stanford University,Medicine,,
Kuldeep K. Saxena,Stanford University,Engineering,,
Johan van Benthem,Stanford University,Computer Science,,
M. Elizabeth Hartnett,Stanford University,Medicine,,
Yan Zhuge,Stanford University,Engineering,,
G. Nowak,Stanford University,Physics and Astronomy,,
Mark S. Gold,Stanford University,Neuroscience,,
Joel H. Ferziger,Stanford University,Engineering,,
Jiajun Wu,Stanford University,Computer Science,,
Yasuhiro Honda,Stanford University,Medicine,,
Joel W. Neal,Stanford University,Medicine,,
Marc R. Safran,Stanford University,Medicine,,
Matthias F. Kling,Stanford University,Physics and Astronomy,,
Gary Mavko,Stanford University,Earth and Planetary Sciences,,
G. Gratta,Stanford University,Physics and Astronomy,,
Tze Leung Lai,Stanford University,Mathematics,,
Monte M. Winslow,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
John R. Spence,Stanford University,Agricultural and Biological Sciences,,
Yongqun He,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Melinda L. Telli,Stanford University,Medicine,,
Kabir Peay,Stanford University,Earth and Planetary Sciences,,
Derrick C. Wan,Stanford University,Medicine,,
Joseph W. Goodman,Stanford University,Engineering,,
Bohong Gu,Stanford University,Engineering,,
Sally Arai,Stanford University,Medicine,,
Robert M. K. Carlson,Stanford University,Materials Science,,
Bruno C. Medeiros,Stanford University,Medicine,,
D.R. Powell,Stanford University,Materials Science,,
Colin Ophus,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Sang‐Jun Lee,Stanford University,Physics and Astronomy,,
L.G. Kazovsky,Stanford University,Engineering,,
Andrei Iagaru,Stanford University,Medicine,,
P. H. Scherrer,Stanford University,Physics and Astronomy,,
J. T. Hoeksema,Stanford University,Physics and Astronomy,,
Daniel Palanker,Stanford University,Neuroscience,,
Ram Rajagopal,Stanford University,Engineering,,
Martin Fischer,Stanford University,Engineering,,
Richard White,Stanford University,Medicine,,
Shreyas Vasanawala,Stanford University,Medicine,,
John K. Ratliff,Stanford University,Medicine,,
Joseph C. Liao,Stanford University,Medicine,,
Leonard A. Kaminsky,Stanford University,Medicine,,
Thomas G. Weiser,Stanford University,Medicine,,
David H. Rehkopf,Stanford University,Social Sciences,,
Gianluca Iaccarino,Stanford University,Engineering,,
Olav Solgaard,Stanford University,Engineering,,
Kiran K. Khush,Stanford University,Medicine,,
Beth M. Beadle,Stanford University,Medicine,,
Jennifer Moriatis Wolf,Stanford University,Medicine,,
John Kim,Stanford University,Computer Science,,
Mehdi Asheghi,Stanford University,Materials Science,,
Paul H. Wise,Stanford University,Health Professions,,
Mykel J. Kochenderfer,Stanford University,Engineering,,
Ruth Records,Stanford University,Chemistry,,
Xian Jiang,Stanford University,Medicine,,
Edward E. Graves,Stanford University,Medicine,,
Marco Pérez,Stanford University,Medicine,,
Jennifer S Lin,Stanford University,"Economics, Econometrics and Finance",,
Jonathan H. Chen,Stanford University,Computer Science,,
Shanjun Li,Stanford University,Energy,,
Pauline Cho,Stanford University,Medicine,,
Chunyu Wang,Stanford University,Medicine,,
Laura Weiss Roberts,Stanford University,Health Professions,,
Daniel M. Tartakovsky,Stanford University,Environmental Science,,
Kincho H. Law,Stanford University,Engineering,,
Neil Malhotra,Stanford University,Social Sciences,,
R. F. W. Pease,Stanford University,Engineering,,
Shuyuan Zhang,Stanford University,Materials Science,,
Haruto Uchino,Stanford University,Medicine,,
James Hartley,Stanford University,Arts and Humanities,,
Hanlee P. Ji,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Haryana M. Dhillon,Stanford University,Medicine,,
Jeffrey J. Teuteberg,Stanford University,Engineering,,
Ming Yuan,Stanford University,Mathematics,,
Pratik Choudhary,Stanford University,Medicine,,
Kathleen M. Sakamoto,Stanford University,Medicine,,
Wood Yee Chan,Stanford University,Psychology,,
Mark F. Berry,Stanford University,Medicine,,
Mohammad Al‐Haddad,Stanford University,Medicine,,
Michel J. F. Digonnet,Stanford University,Engineering,,
Jonathan Liu,Stanford University,Computer Science,,
Jeong Heo,Stanford University,Medicine,,
Lexing Ying,Stanford University,Physics and Astronomy,,
Christina S. Kong,Stanford University,Immunology and Microbiology,,
Ira D. Glick,Stanford University,Medicine,,
Jennifer Davis,Stanford University,Nursing,,
Michael Katz,Stanford University,Medicine,,
Craig S. Levin,Stanford University,Medicine,,
Jin‐Young Lee,Stanford University,Engineering,,
L. Tompkins,Stanford University,Physics and Astronomy,,
Diyi Yang,Stanford University,Computer Science,,
Vinit B. Mahajan,Stanford University,Medicine,,
John O. Clarke,Stanford University,Medicine,,
Ke‐Vin Chang,Stanford University,Medicine,,
Michael Eisenstein,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Y. Suzuki,Stanford University,Materials Science,,
M. Ng,Stanford University,Medicine,,
Lidia Schapira,Stanford University,Medicine,,
Nazmus Saquib,Stanford University,Medicine,,
Darius M. Moshfeghi,Stanford University,Medicine,,
Ayman Habib,Stanford University,Environmental Science,,
Gio Wiederhold,Stanford University,Computer Science,,
Younghun Kim,Stanford University,Energy,,
T. L. Duvall,Stanford University,Physics and Astronomy,,
Jeremy J. Heit,Stanford University,Medicine,,
Lee Sanders,Stanford University,Health Professions,,
Matthew J. Baker,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
B Clemens,Stanford University,Physics and Astronomy,,
Cecilia Lo,Stanford University,Medicine,,
Pascal Geldsetzer,Stanford University,Medicine,,
Andrés Cárdenas,Stanford University,"Biochemistry, Genetics and Molecular Biology",,
Man Wong,Stanford University,Engineering,,
Renzhi Wang,Stanford University,Medicine,,
Jun Xu,Stanford University,Engineering,,
Manpreet K. Singh,Stanford University,Medicine,,
Sung‐Sik Han,Stanford University,Medicine,,
John Andrews,Stanford University,Decision Sciences,,
Dustin M. Schroeder,Stanford University,Earth and Planetary Sciences,,
Thang V. Pham,Stanford University,Chemistry,,
Dena M Bravata,Stanford University,"Economics, Econometrics and Finance",,
Yanji Wang,Stanford University,Chemical Engineering,,
Benjamin I. Chung,Stanford University,Medicine,,
Kazunari Sasaki,Stanford University,Medicine,,
Alexander Hirsch,Stanford University,Medicine,,
Lambertus Hesselink,Stanford University,Engineering,,
Tsachy Weissman,Stanford University,Engineering,,
B. A. Bullard,Stanford University,Physics and Astronomy,,
Kamran Idrees,Stanford University,Medicine,,
Jong‐Hyun Kim,Stanford University,Materials Science,,
Jongwon Ha,Stanford University,Medicine,,
Zhenyuan Zhang,Stanford University,Engineering,,
Zhu Li,Stanford University,Medicine,,
Arash Momeni,Stanford University,Medicine,,
