name,affiliation,department,gold_email,gold_website
Undergraduate Advising,Northeastern University,College of Social Sciences and Humanities,,
in a statement,Northeastern University,College of Social Sciences and Humanities,,
A - Z,Northeastern University,Bouvé College of Health Sciences,,
Academic Advisors,Northeastern University,Bouvé College of Health Sciences,,
Academic Student Services,Northeastern University,Bouvé College of Health Sciences,,
Apply Today,Northeastern University,Bouvé College of Health Sciences,,
Book the Sim Lab,Northeastern University,Bouvé College of Health Sciences,,
Bouvé College of Health Sciences,Northeastern University,Bouvé College of Health Sciences,,
Bouvé News,Northeastern University,Bouvé College of Health Sciences,,
Bouvé Undergraduate Honors in the Discipline,Northeastern University,Bouvé College of Health Sciences,,
Career Advice,Northeastern University,Bouvé College of Health Sciences,,
Co-op Education Program,Northeastern University,Bouvé College of Health Sciences,,
Continuing Pharmacy Education,Northeastern University,Bouvé College of Health Sciences,,
Continuing and Professional Education,Northeastern University,Bouvé College of Health Sciences,,
Cooperative Education (Co-op),Northeastern University,Bouvé College of Health Sciences,,
Email: Marketing and Communications,Northeastern University,Bouvé College of Health Sciences,,
Email: Office of the Dean,Northeastern University,Bouvé College of Health Sciences,,
Experiential Learning Model,Northeastern University,Bouvé College of Health Sciences,,
Facilities & Support,Northeastern University,Bouvé College of Health Sciences,,
Financial Aid,Northeastern University,Bouvé College of Health Sciences,,
Global Experience,Northeastern University,Bouvé College of Health Sciences,,
Graduate Admissions,Northeastern University,Bouvé College of Health Sciences,,
Health Sciences Entrepreneurship,Northeastern University,Bouvé College of Health Sciences,,
How to Apply,Northeastern University,Bouvé College of Health Sciences,,
Industry Partnerships,Northeastern University,Bouvé College of Health Sciences,,
Information Sessions,Northeastern University,Bouvé College of Health Sciences,,
International Student Requirements,Northeastern University,Bouvé College of Health Sciences,,
Lab Space,Northeastern University,Bouvé College of Health Sciences,,
Life at Bouvé,Northeastern University,Bouvé College of Health Sciences,,
Notes from the Dean,Northeastern University,Bouvé College of Health Sciences,,
Patient Simulators,Northeastern University,Bouvé College of Health Sciences,,
Pharmaceutical Industry Fellowships Program,Northeastern University,Bouvé College of Health Sciences,,
PlusOne Programs            (Accelerated Master’s),Northeastern University,Bouvé College of Health Sciences,,
PreMed and PreHealth,Northeastern University,Bouvé College of Health Sciences,,
Primary Menu,Northeastern University,Bouvé College of Health Sciences,,
Read Full Bio,Northeastern University,Bouvé College of Health Sciences,,
Real-World Experience,Northeastern University,Bouvé College of Health Sciences,,
Request More Information,Northeastern University,Bouvé College of Health Sciences,,
Schedule an Appointment,Northeastern University,Bouvé College of Health Sciences,,
School of Clinical and Rehabilitation Sciences,Northeastern University,Bouvé College of Health Sciences,,
School of Community Health and Behavioral Sciences,Northeastern University,Bouvé College of Health Sciences,,
School of Nursing,Northeastern University,Bouvé College of Health Sciences,,
School of Pharmacy and Pharmaceutical Sciences,Northeastern University,Bouvé College of Health Sciences,,
Schools and Departments,Northeastern University,Bouvé College of Health Sciences,,
Share Your News,Northeastern University,Bouvé College of Health Sciences,,
Share Your Story,Northeastern University,Bouvé College of Health Sciences,,
Skip to main content,Northeastern University,Bouvé College of Health Sciences,,
"Speech-Language Center, Charlotte, NC",Northeastern University,Bouvé College of Health Sciences,,
Speech-Language and Hearing Center,Northeastern University,Bouvé College of Health Sciences,,
Student Manuals and Forms,Northeastern University,Bouvé College of Health Sciences,,
Talk to a Student,Northeastern University,Bouvé College of Health Sciences,,
The Arnold S. Goldstein Simulation Laboratory Suite,Northeastern University,Bouvé College of Health Sciences,,
Training Programs and Workshops,Northeastern University,Bouvé College of Health Sciences,,
Undergraduate Admissions,Northeastern University,Bouvé College of Health Sciences,,
Visits and Info Sessions,Northeastern University,Bouvé College of Health Sciences,,
"What’s the simulation like? Fake Patients, Real Stress",Northeastern University,Bouvé College of Health Sciences,,
Z - A,Northeastern University,Bouvé College of Health Sciences,,
521 Members,Northeastern University,D'Amore-McKim School of Business,,
Academic Groups,Northeastern University,D'Amore-McKim School of Business,,
Academic calendars,Northeastern University,D'Amore-McKim School of Business,,
Alina Adams,Northeastern University,D'Amore-McKim School of Business,,
Alumni news,Northeastern University,D'Amore-McKim School of Business,,
Alumni relations,Northeastern University,D'Amore-McKim School of Business,,
Attend admissions events,Northeastern University,D'Amore-McKim School of Business,,
BS in Business Administration,Northeastern University,D'Amore-McKim School of Business,,
BS in International Business,Northeastern University,D'Amore-McKim School of Business,,
Become a Husky,Northeastern University,D'Amore-McKim School of Business,,
Business Sustainability Initiative,Northeastern University,D'Amore-McKim School of Business,,
Campus life,Northeastern University,D'Amore-McKim School of Business,,
Chat with student ambassadors,Northeastern University,D'Amore-McKim School of Business,,
Corporate Partners,Northeastern University,D'Amore-McKim School of Business,,
Corporate Partnership Program,Northeastern University,D'Amore-McKim School of Business,,
Course catalogs,Northeastern University,D'Amore-McKim School of Business,,
DMSB AI Strategic Hub,Northeastern University,D'Amore-McKim School of Business,,
David De Cremer,Northeastern University,D'Amore-McKim School of Business,,
Dean's Message,Northeastern University,D'Amore-McKim School of Business,,
Double Husky scholarships,Northeastern University,D'Amore-McKim School of Business,,
Employee directory,Northeastern University,D'Amore-McKim School of Business,,
Entrepreneurship & Innovation,Northeastern University,D'Amore-McKim School of Business,,
Executive education,Northeastern University,D'Amore-McKim School of Business,,
Experience-powered learning,Northeastern University,D'Amore-McKim School of Business,,
Explore D'Amore-McKim,Northeastern University,D'Amore-McKim School of Business,,
Financial services,Northeastern University,D'Amore-McKim School of Business,,
Find faculty by expertise,Northeastern University,D'Amore-McKim School of Business,,
Find people,Northeastern University,D'Amore-McKim School of Business,,
Follow D'Amore-McKim,Northeastern University,D'Amore-McKim School of Business,,
Graduate Career Center,Northeastern University,D'Amore-McKim School of Business,,
Graduate certificates,Northeastern University,D'Amore-McKim School of Business,,
Graduate student handbook,Northeastern University,D'Amore-McKim School of Business,,
Hire Our Students,Northeastern University,D'Amore-McKim School of Business,,
Human Resources,Northeastern University,D'Amore-McKim School of Business,,
ITS support,Northeastern University,D'Amore-McKim School of Business,,
Information for,Northeastern University,D'Amore-McKim School of Business,,
Instructional Design support,Northeastern University,D'Amore-McKim School of Business,,
International Business & Strategy,Northeastern University,D'Amore-McKim School of Business,,
Intranet (login required),Northeastern University,D'Amore-McKim School of Business,,
Jay Ruparel,Northeastern University,D'Amore-McKim School of Business,,
Jim Gasperoni,Northeastern University,D'Amore-McKim School of Business,,
Kate Hamilton,Northeastern University,D'Amore-McKim School of Business,,
Kevin Papadopoulos,Northeastern University,D'Amore-McKim School of Business,,
Key statistics & rankings,Northeastern University,D'Amore-McKim School of Business,,
Lingfei Kong,Northeastern University,D'Amore-McKim School of Business,,
Management & Organizational Development,Northeastern University,D'Amore-McKim School of Business,,
Marian Walsh,Northeastern University,D'Amore-McKim School of Business,,
More admissions information,Northeastern University,D'Amore-McKim School of Business,,
More resources,Northeastern University,D'Amore-McKim School of Business,,
Next »,Northeastern University,D'Amore-McKim School of Business,,
Oakland Programs,Northeastern University,D'Amore-McKim School of Business,,
Ombuds office,Northeastern University,D'Amore-McKim School of Business,,
Other majors,Northeastern University,D'Amore-McKim School of Business,,
Peng(Peter) Xu,Northeastern University,D'Amore-McKim School of Business,,
Philanthropic partners,Northeastern University,D'Amore-McKim School of Business,,
Prajacta Kulkarni,Northeastern University,D'Amore-McKim School of Business,,
Primary Menu ☰,Northeastern University,D'Amore-McKim School of Business,,
Prospective students,Northeastern University,D'Amore-McKim School of Business,,
Related events,Northeastern University,D'Amore-McKim School of Business,,
School leadership,Northeastern University,D'Amore-McKim School of Business,,
Seung Hyun Kim,Northeastern University,D'Amore-McKim School of Business,,
Start your application,Northeastern University,D'Amore-McKim School of Business,,
Supply Chain & Information Management,Northeastern University,D'Amore-McKim School of Business,,
Thought leadership,Northeastern University,D'Amore-McKim School of Business,,
Tuition & aid,Northeastern University,D'Amore-McKim School of Business,,
Undergraduate career development,Northeastern University,D'Amore-McKim School of Business,,
Undergraduate student handbook,Northeastern University,D'Amore-McKim School of Business,,
Visit the school,Northeastern University,D'Amore-McKim School of Business,,
Wider community,Northeastern University,D'Amore-McKim School of Business,,
