name,affiliation,department,canonical_website,website_confidence,canonical_email,email_confidence,phone,status,original_found_website,original_found_email,all_urls,all_emails
Misha Pavel,Northeastern University,Neuroscience,,none,,none,,needs_review,,,,
Jonathan E. Peelle,Northeastern University,Neuroscience,,none,,none,,needs_review,,,,
Kenneth D. Miller,Northeastern University,Neuroscience,,none,,none,,needs_review,,,,
Sidi A. Bencherif,Northeastern University,Engineering,,none,,none,,needs_review,,,,
Daniel L. Distel,Northeastern University,Earth and Planetary Sciences,,none,,none,,needs_review,,,,
Xingwei Wang,Northeastern University,Computer Science,,none,,none,,needs_review,,,,
Khai D. T. Ngo,Northeastern University,Engineering,,none,,none,,needs_review,,,,
Swastik Kar,Northeastern University,Materials Science,,none,,none,,needs_review,,,,
Xiaojuan Liu,Northeastern University,Materials Science,,none,,none,,needs_review,,,,
Lee Makowski,Northeastern University,"Biochemistry, Genetics and Molecular Biology",,none,,none,,needs_review,,,,
Ioulia Rouzina,Northeastern University,"Biochemistry, Genetics and Molecular Biology",,none,,none,,needs_review,,,,
Mohsin S. Khan,Northeastern University,"Economics, Econometrics and Finance",,none,,none,,needs_review,,,,
Melissa Miller,Northeastern University,Medicine,,none,,none,,needs_review,,,,
David Kaeli,Northeastern University,Computer Science,,none,,none,,needs_review,,,,
Seth Hutchinson,Northeastern University,Computer Science,,none,,none,,needs_review,,,,
Xingda Qu,Northeastern University,Health Professions,,none,,none,,needs_review,,,,
Ke Zhang,Northeastern University,"Biochemistry, Genetics and Molecular Biology",,none,,none,,needs_review,,,,
Canek Fuentes‐Hernandez,Northeastern University,Engineering,,none,,none,,needs_review,,,,
Samuel V. Scarpino,Northeastern University,Mathematics,,none,,none,,needs_review,,,,
Frank Tip,Northeastern University,Computer Science,,none,,none,,needs_review,,,,
Usama M. Fayyad,Northeastern University,Computer Science,,none,,none,,needs_review,,,,
Miten Jain,Northeastern University,"Biochemistry, Genetics and Molecular Biology",,none,,none,,needs_review,,,,
Kevin Fu,Northeastern University,Engineering,,none,,none,,needs_review,,,,
Jianfeng Jia,Northeastern University,Energy,,none,,none,,needs_review,,,,
William M. Reiff,Northeastern University,Materials Science,,none,,none,,needs_review,,,,
J. Bonilla,Northeastern University,Physics and Astronomy,,none,,none,,needs_review,,,,
Leonid Perlovsky,Northeastern University,Neuroscience,,none,,none,,needs_review,,,,
Ming Su,Northeastern University,"Biochemistry, Genetics and Molecular Biology",,none,,none,,needs_review,,,,
Tianzhi Yang,Northeastern University,Engineering,,none,,none,,needs_review,,,,
Daniela Schiller,Northeastern University,Neuroscience,,none,,none,,needs_review,,,,
David R. Janero,Northeastern University,Medicine,,none,,none,,needs_review,,,,
Jeffrey N. Agar,Northeastern University,Chemistry,,none,,none,,needs_review,,,,
S. Chevalier-Théry,Northeastern University,Physics and Astronomy,,none,,none,,needs_review,,,,
Paula Caligiuri,Northeastern University,Social Sciences,,none,,none,,needs_review,,,,
Geoffrey C. Trussell,Northeastern University,Earth and Planetary Sciences,,none,,none,,needs_review,,,,
Daniel P. Aldrich,Northeastern University,Social Sciences,,none,,none,,needs_review,,,,
Srinivas Sridhar,Northeastern University,Materials Science,,none,,none,,needs_review,,,,
Gary J. Young,Northeastern University,"Economics, Econometrics and Finance",,none,,none,,needs_review,,,,
Young‐In Kwon,Northeastern University,Medicine,,none,,none,,needs_review,,,,
David Choffnes,Northeastern University,Computer Science,,none,,none,,needs_review,,,,
Qimin Yan,Northeastern University,Physics and Astronomy,,none,,none,,needs_review,,,,
Becky A. Briesacher,Northeastern University,"Economics, Econometrics and Finance",,none,,none,,needs_review,,,,
Lauren B. Raine,Northeastern University,Psychology,,none,,none,,needs_review,,,,
Abhi Shelat,Northeastern University,Computer Science,,none,,none,,needs_review,,,,
Zhenyu Yuan,Northeastern University,Engineering,,none,,none,,needs_review,https://scholar.google.com/citations?user=enozjNkAAAAJ&hl=en,,https://scholar.google.com/citations?user=enozjNkAAAAJ&hl=en; https://linkedin.com/in/zhenhua-tan-52893870; https://linkedin.com/in/zhenyu-yuan-199b428a; https://linkedin.com/in/yanfeng-zhang-71467013; https://linkedin.com/in/yuan-s-10b4471bb,
Yifang Liu,Northeastern University,Materials Science,,none,,none,,needs_review,https://www.linkedin.com/in/yifang-liu-52792b1ba,,https://www.linkedin.com/in/yifang-liu-52792b1ba; https://linkedin.com/in/ying-liu-a2528029; https://linkedin.com/in/fuying-liu-%E5%88%98%E6%8A%9A%E8%8B%B1-739a9075; https://linkedin.com/in/kliulinkin; https://linkedin.com/in/yang-liu-8b18554b,
Ge Yu,Northeastern University,Computer Science,,none,,none,,needs_review,https://scholar.google.com/citations?hl=zh-CN&user=HClMOmUAAAAJ,,https://scholar.google.com/citations?hl=zh-CN&user=HClMOmUAAAAJ; https://linkedin.com/in/ge-yu-8b652a4b; https://linkedin.com/in/shuishan-yu-26158536; https://linkedin.com/in/kliulinkin; https://linkedin.com/in/yang-jun-735a6586,
Zhen‐Yu Tian,Northeastern University,Materials Science,,none,,none,,needs_review,,,,
Qianqian Fang,Northeastern University,Medicine,,none,,none,,needs_review,,,,
B.C. Giessen,Northeastern University,Engineering,,none,,none,,needs_review,,,,
Kai Wang,Northeastern University,Environmental Science,,none,,none,,needs_review,,,,
Francis Loth,Northeastern University,Medicine,,none,,none,,needs_review,,,,
Eugene S. Smotkin,Northeastern University,Energy,,none,,none,,needs_review,,,,
Thomas E. Wales,Northeastern University,Chemistry,,none,,none,,needs_review,,,,
Mingyang Lu,Northeastern University,"Biochemistry, Genetics and Molecular Biology",,none,,none,,needs_review,,,,
Melanie Tory,Northeastern University,Computer Science,,none,,none,,needs_review,,,,
Jeffrey W. Ruberti,Northeastern University,Materials Science,,none,,none,,needs_review,,,,
Jie Shen,Northeastern University,"Pharmacology, Toxicology and Pharmaceutics",,none,,none,,needs_review,,,,
Vanja Klepac‐Ceraj,Northeastern University,"Biochemistry, Genetics and Molecular Biology",,none,,none,,needs_review,,,,
Alan H. Clark,Northeastern University,Earth and Planetary Sciences,,none,,none,,needs_review,,,,
Nuggehally R. Srinivas,Northeastern University,"Pharmacology, Toxicology and Pharmaceutics",,none,,none,,needs_review,,,,
Carey M. Rappaport,Northeastern University,Engineering,,none,,none,,needs_review,,,,
Christopher Amato,Northeastern University,Computer Science,,none,,none,,needs_review,,,,
A. Widom,Northeastern University,Physics and Astronomy,,none,,none,,needs_review,,,,
Adrian Feiguin,Northeastern University,Physics and Astronomy,,none,,none,,needs_review,,,,
Megan L. O’Mara,Northeastern University,Medicine,,none,,none,,needs_review,,,,
Norman Hearst,Northeastern University,Medicine,,none,,none,,needs_review,,,,
Brandon C. Welsh,Northeastern University,Social Sciences,,none,,none,,needs_review,,,,
Paul C. Whitford,Northeastern University,"Biochemistry, Genetics and Molecular Biology",,none,,none,,needs_review,,,,
Guohao Dai,Northeastern University,Engineering,,none,,none,,needs_review,,,,
Nicola Perra,Northeastern University,Physics and Astronomy,,none,,none,,needs_review,,,,
Abraham Joy,Northeastern University,Chemistry,,none,,none,,needs_review,,,,
Rebecca L. Carrier,Northeastern University,Engineering,,none,,none,,needs_review,,,,
Zhong Luo,Northeastern University,Engineering,,none,,none,,needs_review,https://scholar.google.com/citations?user=fTb4LLMAAAAJ&hl=en,,https://scholar.google.com/citations?user=fTb4LLMAAAAJ&hl=en; https://linkedin.com/in/liangcai-zhong-ba43b790; https://linkedin.com/in/kliulinkin; https://linkedin.com/in/shengjun-zhong-31960b35; https://linkedin.com/in/tao-xu-24850136,
Ben Bylsma,Northeastern University,Physics and Astronomy,,none,,none,,needs_review,https://linkedin.com/in/obahy,,https://linkedin.com/in/obahy; https://linkedin.com/in/ammar-aamer; https://linkedin.com/in/peter-kontis-bb832a12b; https://linkedin.com/in/josef-ben-levi-28092532; https://linkedin.com/in/ben-niu-2a8a2775,
Jie Zhong,Northeastern University,"Pharmacology, Toxicology and Pharmaceutics",,none,,none,,needs_review,https://linkedin.com/in/mmming,,https://linkedin.com/in/mmming; https://linkedin.com/in/shengjun-zhong-31960b35; https://linkedin.com/in/liangcai-zhong-ba43b790; https://linkedin.com/in/zhenhua-tan-52893870; https://linkedin.com/in/jie-zhong-b5a18985,
Ping‐an Zhong,Northeastern University,Engineering,,none,,none,,needs_review,https://scholar.google.com/citations?user=xQWYZn4AAAAJ&hl=zh-CN,,https://scholar.google.com/citations?user=xQWYZn4AAAAJ&hl=zh-CN; https://linkedin.com/in/liangcai-zhong-ba43b790; https://dblp.org/pid/75/4407-2; https://linkedin.com/in/hao-zhang-8840b449; https://linkedin.com/in/qi-zhang-0744b941,
Qi Ye,Northeastern University,Environmental Science,,none,,none,,needs_review,https://www.linkedin.com/in/qi-ye-9659b5202,,https://www.linkedin.com/in/qi-ye-9659b5202; https://scholar.google.com/citations?user=RJ6SuR8AAAAJ&hl=en; https://linkedin.com/in/qi-zhang-0744b941; https://linkedin.com/in/kliulinkin; https://linkedin.com/in/bowen-zhou-aa85245a,
Ziheng Wang,Northeastern University,Engineering,,none,,none,,needs_review,https://www.linkedin.com/in/zihengwang-neu,,https://www.linkedin.com/in/zihengwang-neu; https://www.linkedin.com/in/zihengwang-neu/zh-cn; https://linkedin.com/in/heming-wang-848221271; https://linkedin.com/in/engang-wang-4b9b8780; https://linkedin.com/in/yanzhi-wang-9677a562,
Bo Liu,Northeastern University,Earth and Planetary Sciences,,none,,none,,needs_review,https://linkedin.com/in/ying-liu-a2528029,,https://linkedin.com/in/ying-liu-a2528029; https://linkedin.com/in/kliulinkin; https://linkedin.com/in/fuying-liu-%E5%88%98%E6%8A%9A%E8%8B%B1-739a9075; https://linkedin.com/in/shang-liu-39157710; https://linkedin.com/in/bo-liu-17709114,
Jinyang Liu,Northeastern University,Computer Science,,none,,none,,needs_review,https://www.linkedin.com/in/jinyang-liu-6646411a9,,https://www.linkedin.com/in/jinyang-liu-6646411a9; https://scholar.google.com/citations?hl=en&user=2uWKiy8AAAAJ; https://dblp.org/pid/36/1731-5; https://linkedin.com/in/ying-liu-a2528029; https://linkedin.com/in/kliulinkin,
Amiya K. Chakravarty,Northeastern University,"Business, Management and Accounting",,none,,none,,needs_review,https://linkedin.com/in/amiya-chakravarty-829b721b,,https://linkedin.com/in/amiya-chakravarty-829b721b; https://www.sem.tsinghua.edu.cn/en/info/1128/4769.htm; https://linkedin.com/in/eliassi; https://linkedin.com/in/ammar-aamer; https://linkedin.com/in/andreas-mild-8a05a676,
Xianfeng Liang,Northeastern University,Materials Science,,none,,none,,needs_review,https://www.linkedin.com/in/xianfeng-liang-2aa782115,,https://www.linkedin.com/in/xianfeng-liang-2aa782115; https://linkedin.com/in/kliulinkin; https://linkedin.com/in/liang-zhao-9790b89b; https://linkedin.com/in/jinliang-ding-6051a428; https://linkedin.com/in/qingtai-liang-3b0115a6,
Xiaochun Yang,Northeastern University,Computer Science,,none,,none,,needs_review,https://dblp.org/pid/86/2859-1,,https://dblp.org/pid/86/2859-1; https://linkedin.com/in/xiaochun-yang-325b6a21; https://linkedin.com/in/yang-jun-735a6586; https://linkedin.com/in/ming-murray-li-b7bb4b125; https://linkedin.com/in/kliulinkin,
Shuo Tang,Northeastern University,Mathematics,,none,,none,,needs_review,https://www.linkedin.com/in/tshuo,,https://www.linkedin.com/in/tshuo; https://scholar.google.com/citations?hl=en&user=G7RM4vgAAAAJ; https://orcid.org/0009-0000-4531-2858; https://linkedin.com/in/jiafu-tang-56a04465; https://linkedin.com/in/kliulinkin,
Tiegang Gao,Northeastern University,Computer Science,,none,,none,,needs_review,https://scholar.google.com/citations?hl=en&user=-neTJpAAAAAJ,,https://scholar.google.com/citations?hl=en&user=-neTJpAAAAAJ; https://linkedin.com/in/hao-zhang-8840b449; https://linkedin.com/in/tao-xu-24850136; https://linkedin.com/in/tiegang-gao-93b17171; https://linkedin.com/in/tao-yang-96137632,
Fukang Zhu,Northeastern University,"Economics, Econometrics and Finance",,none,,none,,needs_review,https://scholar.google.com/citations?hl=en&user=BbM8E-cAAAAJ,,https://scholar.google.com/citations?hl=en&user=BbM8E-cAAAAJ; https://dblp.org/pid/26/8019; https://linkedin.com/in/qiji-zhu-1669b71a; https://linkedin.com/in/yanfeng-zhang-71467013; https://linkedin.com/in/mmming,
Suthakar Ganapathy,Northeastern University,Medicine,,none,,none,,needs_review,https://www.linkedin.com/in/suthakar-ganapathy-666a6b68,,https://www.linkedin.com/in/suthakar-ganapathy-666a6b68; https://scholar.google.com/citations?hl=en&user=rJ6wVJUAAAAJ; https://linkedin.com/in/ammar-aamer; https://linkedin.com/in/suthakar-ganapathy-8a727550; https://linkedin.com/in/sivarit-sultornsanee-0096a679,
Yan Zhou,Northeastern University,Computer Science,,none,,none,,needs_review,https://www.linkedin.com/in/yan-zhou-7585a124b,sales@ibettech.com,https://www.linkedin.com/in/yan-zhou-7585a124b; https://www.ratemyprofessors.com/professor/2824809; https://linkedin.com/in/bowen-zhou-aa85245a; https://linkedin.com/in/yan-zhou-4589b153; https://linkedin.com/in/yanfeng-zhang-71467013,sales@ibettech.com
Bin Wang,Northeastern University,Computer Science,,none,,none,,needs_review,https://linkedin.com/in/engang-wang-4b9b8780,,https://linkedin.com/in/engang-wang-4b9b8780; https://linkedin.com/in/heming-wang-848221271; https://linkedin.com/in/pengfei-wang-23b7b3124; https://linkedin.com/in/boran-wang-29a13735; https://linkedin.com/in/bin-zhu-5325a0143,
Theodore A. Alston,Northeastern University,Arts and Humanities,,none,,none,,needs_review,https://joma.amegroups.org/about/displayMembership/111,openlibrary@archive.org,https://joma.amegroups.org/about/displayMembership/111; https://www.doximity.com/pub/theodore-alston-md; https://openlibrary.org/authors/OL2863227A; https://linkedin.com/in/luis-alfonso-dau-5199007; https://linkedin.com/in/amilcar-antonio-barreto-2973884,openlibrary@archive.org
Hongli Xu,Northeastern University,Engineering,,none,,none,,needs_review,https://dblp.org/pid/22/1748,,https://dblp.org/pid/22/1748; https://linkedin.com/in/jia-xu-2406084b; https://linkedin.com/in/xiaolin-xu-01485b3a; https://linkedin.com/in/quan-xu-50020341; https://linkedin.com/in/kliulinkin,
Changliang Wang,Northeastern University,Engineering,,none,,none,,needs_review,https://www.linkedin.com/in/chang-wang-275902193,,https://www.linkedin.com/in/chang-wang-275902193; https://www.ratemyprofessors.com/professor/2223070; https://linkedin.com/in/engang-wang-4b9b8780; https://linkedin.com/in/boran-wang-29a13735; https://linkedin.com/in/heming-wang-848221271,
Yue Kou,Northeastern University,Decision Sciences,,none,,none,,needs_review,https://linkedin.com/in/kliulinkin,,https://linkedin.com/in/kliulinkin; https://linkedin.com/in/qi-zhang-0744b941; https://linkedin.com/in/hao-zhang-8840b449; https://linkedin.com/in/tao-xu-24850136; https://linkedin.com/in/yue-nina-shi-5a6548158,
Community Partnerships,Northeastern University,Khoury College of Computer Sciences,,none,,none,,needs_review,https://linkedin.com/in/julia-garrett,,https://linkedin.com/in/julia-garrett; https://linkedin.com/in/rochellehiggins; https://linkedin.com/in/cinque-dunham-carson-974ba020; https://www.linkedin.com/posts/beccaberkey_as-i-approach-my-twelve-year-anniversary-activity-7282809318712705024-Zmet; https://linkedin.com/in/lydia-young-3b33357,
Artificial Intelligence in COE,Northeastern University,College of Engineering,,none,,none,,needs_review,https://linkedin.com/in/javed-aslam-0637363,,https://linkedin.com/in/javed-aslam-0637363; https://linkedin.com/in/denizerdogmus; https://linkedin.com/in/mosaddegh; https://linkedin.com/in/denise-garcia-13054016b; https://linkedin.com/in/fatemeh-ghoreishi-84708766,
Wider community,Northeastern University,D'Amore-McKim School of Business,,none,,none,,needs_review,https://linkedin.com/in/eliassi,,https://linkedin.com/in/eliassi; https://linkedin.com/in/maiakdaviscross; https://linkedin.com/in/peter-kontis-bb832a12b; https://linkedin.com/in/ming-wang-9b331910; https://linkedin.com/in/drpriyankhakhar,
